rank,ticker,name,close_price,fair_value,upside_pct,star_rating,moat,uncertainty,sector,industry
631,MDB,MongoDB Inc Class A,330,303,-8.2,,None,,Technology,Software - Infrastructure
632,KMI,Kinder Morgan Inc Class P,33.78,31,-8.2,,Narrow,,Energy,Oil & Gas Midstream
633,FMX,Fomento Economico Mexicano SAB de CV ADR,122.25,112,-8.4,,Narrow,,Consumer Defensive,Beverages - Brewers
634,ROL,Rollins Inc,54.61,50,-8.4,,Wide,,Consumer Cyclical,Personal Services
635,CMS,CMS Energy Corp,72.13,66,-8.5,,Narrow,,Utilities,Utilities - Regulated Electric
636,PLD,Prologis Inc,142.31,130,-8.7,,None,,Real Estate,REIT - Industrial
637,S,SentinelOne Inc Class A,17.54,16,-8.8,,None,,Technology,Software - Infrastructure
638,LLY,Eli Lilly and Co,988.09,900,-8.9,,Wide,,Healthcare,Drug Manufacturers - General
639,HON,Honeywell International Inc,217.23,198,-8.9,,Wide,,Industrials,Conglomerates
640,KO,Coca-Cola Co,81.2,74,-8.9,,Wide,,Consumer Defensive,Beverages - Non-Alcoholic
641,TEVA,Teva Pharmaceutical Industries Ltd ADR,34.03,31,-8.9,,None,,Healthcare,Drug Manufacturers - Specialty & Generic
642,BP,BP PLC ADR,45.69,41.6,-9.0,,None,,Energy,Oil & Gas Integrated
643,PANW,Palo Alto Networks Inc,247.55,225,-9.1,,Wide,,Technology,Software - Infrastructure
644,BEPC,Brookfield Renewable Corp Ordinary Shares - Class A (Exchangeable Sub Voting),36.36,33,-9.2,,None,,Utilities,Utilities - Renewable
645,AAPL,Apple Inc,297.84,270,-9.3,,Wide,,Technology,Consumer Electronics
646,HXL,Hexcel Corp,89.28,81,-9.3,,Narrow,,Industrials,Aerospace & Defense
647,UBS,UBS Group AG Registered Shares,46.29,42,-9.3,,Narrow,,Financial Services,Banks - Diversified
648,FAST,Fastenal Co,44,39.9,-9.3,,Wide,,Industrials,Industrial Distribution
649,BBVA,Banco Bilbao Vizcaya Argentaria SA ADR,22.04,20,-9.3,,Narrow,,Financial Services,Banks - Diversified
650,BKR,Baker Hughes Co Class A,66.2,60,-9.4,,None,,Energy,Oil & Gas Equipment & Services
651,WDC,Western Digital Corp,458.68,415,-9.5,,None,,Technology,Computer Hardware
652,WELL,Welltower Inc,212.61,192,-9.7,,None,,Real Estate,REIT - Healthcare Facilities
653,DKS,Dick's Sporting Goods Inc,210.45,190,-9.7,,Narrow,,Consumer Cyclical,Specialty Retail
654,ARGX,argenx SE ADR,776.26,700,-9.8,,None,,Healthcare,Biotechnology
655,CQP,Cheniere Energy Partners LP,64.33,58,-9.8,,Wide,,Energy,Oil & Gas Midstream
656,CRL,Charles River Laboratories International Inc,149.93,135,-10.0,,None,,Healthcare,Diagnostics & Research
657,VOD,Vodafone Group PLC ADR,15,13.5,-10.0,,None,,Communication Services,Telecom Services
658,CB,Chubb Ltd,330.33,297,-10.1,,Narrow,,Financial Services,Insurance - Property & Casualty
659,ITT,ITT Inc,194.98,175,-10.2,,Wide,,Industrials,Specialty Industrial Machinery
660,DCI,Donaldson Co Inc,82.46,74,-10.3,,Narrow,,Industrials,Specialty Industrial Machinery
661,EQIX,Equinix Inc,1062.62,950,-10.6,,Narrow,,Real Estate,REIT - Specialty
662,LFUS,Littelfuse Inc,436,390,-10.6,,Narrow,,Technology,Electronic Components
663,BCH,Banco De Chile ADR,36.48,32.6,-10.6,,Narrow,,Financial Services,Banks - Regional
664,PM,Philip Morris International Inc,191.5,171,-10.7,,Wide,,Consumer Defensive,Tobacco
665,KR,The Kroger Co,68.32,61,-10.7,,None,,Consumer Defensive,Grocery Stores
666,NFLX,Netflix Inc,89.65,80,-10.8,,Narrow,,Communication Services,Entertainment
667,SLB,SLB Ltd,57.15,51,-10.8,,Narrow,,Energy,Oil & Gas Equipment & Services
668,AZO,AutoZone Inc,3365.74,3000,-10.9,,Wide,,Consumer Cyclical,Auto Parts
669,PSX,Phillips 66,179.8,160,-11.0,,Narrow,,Energy,Oil & Gas Refining & Marketing
670,AD,Array Digital Infrastructure Inc,50.59,45,-11.0,,None,,Communication Services,Telecom Services
671,RBC,RBC Bearings Inc,551.12,490,-11.1,,Wide,,Industrials,Tools & Accessories
672,ERIC,Telefonaktiebolaget L M Ericsson ADR,12.84,11.4,-11.2,,None,,Technology,Communication Equipment
673,NDAQ,Nasdaq Inc,92.6,82,-11.4,,Narrow,,Financial Services,Financial Data & Stock Exchanges
674,AFRM,Affirm Holdings Inc Ordinary Shares - Class A,64.41,57,-11.5,3,Narrow,,Financial Services,Credit Services
675,NJR,New Jersey Resources Corp,57.62,51,-11.5,,Narrow,,Utilities,Utilities - Regulated Gas
676,IQ,iQIYI Inc ADR,1.13,1,-11.5,,None,,Communication Services,Entertainment
677,GFS,GLOBALFOUNDRIES Inc,67.84,60,-11.6,,None,,Technology,Semiconductors
678,FSLR,First Solar Inc,233.64,206,-11.8,,None,,Technology,Solar
679,ABBV,AbbVie Inc,209.41,184,-12.1,2,Wide,,Healthcare,Drug Manufacturers - General
680,BK,Bank of New York Mellon Corp,136.58,120,-12.1,,Wide,,Financial Services,Banks - Diversified
681,SATS,EchoStar Corp Class A,136.45,120,-12.1,,None,,Communication Services,Telecom Services
682,LECO,Lincoln Electric Holdings Inc,260.9,229,-12.2,,Narrow,,Industrials,Tools & Accessories
683,ITW,Illinois Tool Works Inc,249.46,219,-12.2,,Wide,,Industrials,Specialty Industrial Machinery
684,NTRS,Northern Trust Corp,165.27,145,-12.3,,Wide,,Financial Services,Asset Management
685,BTI,British American Tobacco PLC ADR,66.35,58,-12.6,,Wide,,Consumer Defensive,Tobacco
686,TT,Trane Technologies PLC Class A,460.42,402,-12.7,,Narrow,,Industrials,Building Products & Equipment
687,PNW,Pinnacle West Capital Corp,99.76,87,-12.8,,None,,Utilities,Utilities - Regulated Electric
688,RIO,Rio Tinto PLC ADR,103.33,90,-12.9,,None,,Basic Materials,Other Industrial Metals & Mining
689,UNP,Union Pacific Corp,275.13,239,-13.1,,Wide,,Industrials,Railroads
690,E,Eni SpA ADR,56.39,49,-13.1,,None,,Energy,Oil & Gas Integrated
691,VRSN,VeriSign Inc,305.31,265,-13.2,,Wide,,Technology,Software - Infrastructure
692,GLW,Corning Inc,178.55,155,-13.2,,Narrow,,Technology,Electronic Components
693,NDSN,Nordson Corp,276.76,240,-13.3,,Wide,,Industrials,Specialty Industrial Machinery
694,BNS,Bank of Nova Scotia,77.26,67,-13.3,,Narrow,,Financial Services,Banks - Diversified
695,LYV,Live Nation Entertainment Inc,167.49,145,-13.4,,Narrow,,Communication Services,Entertainment
696,LYV,Live Nation Entertainment Inc,167.49,145,-13.4,,Narrow,,Communication Services,Entertainment
697,SO,Southern Co,93.71,81,-13.6,,Narrow,,Utilities,Utilities - Regulated Electric
698,MCHP,Microchip Technology Inc,92.76,80,-13.8,,Wide,,Technology,Semiconductors
699,WMB,Williams Companies Inc,77.69,67,-13.8,,Narrow,,Energy,Oil & Gas Midstream
700,IDXX,IDEXX Laboratories Inc,545.79,470,-13.9,,Wide,,Healthcare,Diagnostics & Research
701,ISRG,Intuitive Surgical Inc,439.92,378,-14.1,,Wide,,Healthcare,Medical Instruments & Supplies
702,CP,Canadian Pacific Kansas City Ltd,86.22,74,-14.2,,Wide,,Industrials,Railroads
703,TER,Teradyne Inc,321.05,275,-14.3,,Wide,,Technology,Semiconductor Equipment & Materials
704,MS,Morgan Stanley,192.69,165,-14.4,,Wide,,Financial Services,Capital Markets
705,AMX,America Movil SAB de CV ADR - Series B,26.88,23,-14.4,3,Narrow,,Communication Services,Telecom Services
706,BNTX,BioNTech SE ADR,88.85,76,-14.5,,None,,Healthcare,Biotechnology
707,KLAC,KLA Corp,1756.45,1500,-14.6,,Wide,,Technology,Semiconductor Equipment & Materials
708,JAZZ,Jazz Pharmaceuticals PLC,229.55,196,-14.6,,None,,Healthcare,Biotechnology
709,FTNT,Fortinet Inc,126.5,108,-14.6,,Wide,,Technology,Software - Infrastructure
710,LUV,Southwest Airlines Co,38.36,32.7,-14.8,,None,,Industrials,Airlines
711,TRP,TC Energy Corp,69.32,59,-14.9,,Narrow,,Energy,Oil & Gas Midstream
712,RRC,Range Resources Corp,42.36,36,-15.0,,None,,Energy,Oil & Gas E&P
713,PSO,Pearson PLC ADR,15.29,13,-15.0,,None,,Communication Services,Publishing
714,PBA,Pembina Pipeline Corp,49.48,42,-15.1,,None,,Energy,Oil & Gas Midstream
715,COIN,Coinbase Global Inc Ordinary Shares - Class A,189.44,160,-15.5,,None,,Financial Services,Financial Data & Stock Exchanges
716,WRB,WR Berkley Corp,68.76,58,-15.6,,Narrow,,Financial Services,Insurance - Property & Casualty
717,BEP,Brookfield Renewable Partners LP,34.37,29,-15.6,,None,,Utilities,Utilities - Renewable
718,ETN,Eaton Corp PLC,381.87,321,-15.9,,Wide,,Industrials,Specialty Industrial Machinery
719,GNRC,Generac Holdings Inc,253.05,212,-16.2,,Narrow,,Industrials,Specialty Industrial Machinery
720,CNQ,Canadian Natural Resources Ltd,48.95,41,-16.2,,Narrow,,Energy,Oil & Gas E&P
721,INTC,Intel Corp,108.17,90,-16.8,,None,,Technology,Semiconductors
722,EQNR,Equinor ASA ADR,39.66,33,-16.8,,None,,Energy,Oil & Gas Integrated
723,AA,Alcoa Corp,62.59,52,-16.9,2,None,,Basic Materials,Aluminum
724,JNJ,Johnson & Johnson,228.92,190,-17.0,,Wide,,Healthcare,Drug Manufacturers - General
725,ETR,Entergy Corp,109.58,91,-17.0,,Narrow,,Utilities,Utilities - Regulated Electric
726,IHG,InterContinental Hotels Group PLC ADR,150.87,125,-17.1,,Wide,,Consumer Cyclical,Lodging
727,TRV,The Travelers Companies Inc,305.99,252,-17.6,,Narrow,,Financial Services,Insurance - Property & Casualty
728,ON,ON Semiconductor Corp,109.43,90,-17.8,,Narrow,,Technology,Semiconductors
729,BMO,Bank of Montreal,153.8,126,-18.1,,Narrow,,Financial Services,Banks - Diversified
730,HLT,Hilton Worldwide Holdings Inc,318.14,260,-18.3,,Wide,,Consumer Cyclical,Lodging
731,LOGI,Logitech International SA,105.21,86,-18.3,,None,,Technology,Computer Hardware
732,IREN,IREN Ltd,50.46,41,-18.7,,None,,Financial Services,Capital Markets
733,BEN,Franklin Resources Inc,31.97,26,-18.7,,None,,Financial Services,Asset Management
734,AKAM,Akamai Technologies Inc,150.77,122,-19.1,4,Narrow,,Technology,Software - Infrastructure
735,AAL,American Airlines Group Inc,12.36,10,-19.1,3,None,,Industrials,Airlines
736,JCI,Johnson Controls International PLC Registered Shares,137.31,111,-19.2,,Narrow,,Industrials,Building Products & Equipment
737,WFRD,Weatherford International PLC Ordinary Shares - New,111.42,90,-19.2,,None,,Energy,Oil & Gas Equipment & Services
738,MFC,Manulife Financial Corp,38.23,30.9,-19.2,,None,,Financial Services,Insurance - Life
739,DRI,Darden Restaurants Inc,193.75,156,-19.5,,Narrow,,Consumer Cyclical,Restaurants
740,WSM,Williams-Sonoma Inc,169.16,136,-19.6,,None,,Consumer Cyclical,Specialty Retail
741,EXPD,Expeditors International of Washington Inc,156.77,126,-19.6,,Wide,,Industrials,Integrated Freight & Logistics
742,ADM,Archer-Daniels-Midland Co,80.91,65,-19.7,,None,,Consumer Defensive,Farm Products
743,NOV,NOV Inc,21.17,17,-19.7,,None,,Energy,Oil & Gas Equipment & Services
744,CSX,CSX Corp,46.2,37,-19.9,,Wide,,Industrials,Railroads
745,LSTR,Landstar System Inc,179.11,143,-20.2,,Wide,,Industrials,Integrated Freight & Logistics
746,DOV,Dover Corp,210.83,168,-20.3,,Narrow,,Industrials,Specialty Industrial Machinery
747,ALL,Allstate Corp,221.21,176,-20.4,2,None,,Financial Services,Insurance - Property & Casualty
748,HAL,Halliburton Co,42.78,34,-20.5,,Narrow,,Energy,Oil & Gas Equipment & Services
749,PKG,Packaging Corp of America,210.69,167,-20.7,,None,,Consumer Cyclical,Packaging & Containers
750,PH,Parker Hannifin Corp,858.43,680,-20.8,,Narrow,,Industrials,Specialty Industrial Machinery
751,MLM,Martin Marietta Materials Inc,555.78,440,-20.8,,Narrow,,Basic Materials,Building Materials
752,LRCX,Lam Research Corp,277.96,220,-20.9,,Wide,,Technology,Semiconductor Equipment & Materials
753,GDS,GDS Holdings Ltd ADR,41.72,33,-20.9,,None,,Technology,Information Technology Services
754,ULS,UL Solutions Inc Class A common stock,99.01,78,-21.2,,Narrow,,Industrials,Specialty Business Services
755,HPE,Hewlett Packard Enterprise Co,33,26,-21.2,,None,,Technology,Communication Equipment
756,CAT,Caterpillar Inc,863.95,680,-21.3,,Wide,,Industrials,Farm & Heavy Construction Machinery
757,MMM,3M Co,152.53,120,-21.3,2,Narrow,,Industrials,Conglomerates
758,EMR,Emerson Electric Co,132.22,104,-21.3,,Wide,,Industrials,Specialty Industrial Machinery
759,SLF,Sun Life Financial Inc,72.79,57,-21.7,,None,,Financial Services,Insurance - Diversified
760,MEDP,Medpace Holdings Inc,420.67,329,-21.8,,Narrow,,Healthcare,Diagnostics & Research
761,DVA,DaVita Inc,199.52,156,-21.8,,Narrow,,Healthcare,Medical Care Facilities
762,STT,State Street Corp,153.74,120,-21.9,,Wide,,Financial Services,Asset Management
763,SBUX,Starbucks Corp,106.6,83,-22.1,,Wide,,Consumer Cyclical,Restaurants
764,CHRW,C.H. Robinson Worldwide Inc,169.72,132,-22.2,,Wide,,Industrials,Integrated Freight & Logistics
765,ADI,Analog Devices Inc,418.58,325,-22.4,3,Wide,,Technology,Semiconductors
766,BWA,BorgWarner Inc,61.82,48,-22.4,,Narrow,,Consumer Cyclical,Auto Parts
767,LUMN,Lumen Technologies Inc Ordinary Shares,9.67,7.5,-22.4,,None,,Communication Services,Telecom Services
768,TD,The Toronto-Dominion Bank,108.38,84,-22.5,,Wide,,Financial Services,Banks - Diversified
769,RY,Royal Bank of Canada,184.79,143,-22.6,,Wide,,Financial Services,Banks - Diversified
770,NVT,nVent Electric PLC,160.69,124,-22.8,,Narrow,,Industrials,Electrical Equipment & Parts
771,GS,The Goldman Sachs Group Inc,946.36,730,-22.9,,Wide,,Financial Services,Capital Markets
772,MRVL,Marvell Technology Inc,168.93,130,-23.0,,Narrow,,Technology,Semiconductors
773,CMI,Cummins Inc,677.87,520,-23.3,,Narrow,,Industrials,Specialty Industrial Machinery
774,PRMB,Primo Brands Corp Ordinary Shares - Class A,23.5,18,-23.4,,None,,Consumer Defensive,Beverages - Non-Alcoholic
775,NRG,NRG Energy Inc,125.5,96,-23.5,,None,,Utilities,Utilities - Independent Power Producers
776,ROKU,Roku Inc Class A,124.15,95,-23.5,,None,,Communication Services,Entertainment
777,CHD,Church & Dwight Co Inc,96.78,74,-23.5,,None,,Consumer Defensive,Household & Personal Products
778,ENPH,Enphase Energy Inc,49.69,38,-23.5,,None,,Technology,Solar
779,B,Barrick Mining Corp,40.6,31,-23.6,,None,,Basic Materials,Gold
780,BJ,BJ's Wholesale Club Holdings Inc,97.03,74,-23.7,,None,,Consumer Defensive,Discount Stores
781,QCOM,Qualcomm Inc,203.64,155,-23.9,,Narrow,,Technology,Semiconductors
782,ODFL,Old Dominion Freight Line Inc Ordinary Shares,204.13,155,-24.1,,Narrow,,Industrials,Trucking
783,TWLO,Twilio Inc Class A,197.68,150,-24.1,,None,,Technology,Software - Infrastructure
784,CM,Canadian Imperial Bank of Commerce,112.07,85,-24.2,,Narrow,,Financial Services,Banks - Diversified
785,MAR,Marriott International Inc Class A,359.18,272,-24.3,,Wide,,Consumer Cyclical,Lodging
786,CSCO,Cisco Systems Inc,118.88,90,-24.3,,Wide,,Technology,Communication Equipment
787,ARMK,Aramark,52.94,40,-24.4,,None,,Industrials,Specialty Business Services
788,STM,STMicroelectronics NV ADR,60.96,46,-24.5,,Narrow,,Technology,Semiconductors
789,DBX,Dropbox Inc Class A,27.98,21,-24.9,,None,,Technology,Software - Infrastructure
790,SNDK,SanDisk Corp Ordinary Shares,1333.01,1000,-25.0,,None,,Technology,Computer Hardware
791,ROST,Ross Stores Inc,211.08,158,-25.1,,Wide,,Consumer Cyclical,Apparel Retail
792,TBLA,Taboola.com Ltd,5.01,3.75,-25.1,,None,,Communication Services,Internet Content & Information
793,FDX,FedEx Corp,369.72,276,-25.3,,Narrow,,Industrials,Integrated Freight & Logistics
794,INCY,Incyte Corp,95.19,71,-25.4,,None,,Healthcare,Biotechnology
795,CRWD,CrowdStrike Holdings Inc Class A,618.83,460,-25.7,,Wide,,Technology,Software - Infrastructure
796,VMC,Vulcan Materials Co,266.33,198,-25.7,,Narrow,,Basic Materials,Building Materials
797,IBKR,Interactive Brokers Group Inc Class A,86.12,64,-25.7,,Wide,,Financial Services,Capital Markets
798,BHP,BHP Group Ltd ADR,84.02,62,-26.2,,None,,Basic Materials,Other Industrial Metals & Mining
799,SAN,Banco Santander SA ADR,11.86,8.6,-27.5,,Narrow,,Financial Services,Banks - Diversified
800,MNST,Monster Beverage Corp,88.54,64,-27.7,,Narrow,,Consumer Defensive,Beverages - Non-Alcoholic
801,KNX,Knight-Swift Transportation Holdings Inc Class A,69.27,50,-27.8,,None,,Industrials,Trucking
802,MPC,Marathon Petroleum Corp,259.53,186,-28.3,,Narrow,,Energy,Oil & Gas Refining & Marketing
803,VNET,VNET Group Inc ADR,10.52,7.5,-28.7,,None,,Technology,Information Technology Services
804,TJX,TJX Companies Inc,150.25,107,-28.8,,Wide,,Consumer Cyclical,Apparel Retail
805,VST,Vistra Corp,136.75,97,-29.1,,None,,Utilities,Utilities - Independent Power Producers
806,VLO,Valero Energy Corp,258.52,181,-30.0,,Narrow,,Energy,Oil & Gas Refining & Marketing
807,ORLY,O'Reilly Automotive Inc,91.74,64,-30.2,,Wide,,Consumer Cyclical,Auto Parts
808,ARM,ARM Holdings PLC ADR,215.12,150,-30.3,,Wide,,Technology,Semiconductors
809,VRT,Vertiv Holdings Co Class A,339.73,236,-30.5,,Narrow,,Industrials,Electrical Equipment & Parts
810,WCC,WESCO International Inc,347.84,240,-31.0,,Narrow,,Industrials,Industrial Distribution
811,DAL,Delta Air Lines Inc,70.24,48,-31.7,,None,,Industrials,Airlines
812,TTWO,Take-Two Interactive Software Inc,242.16,165,-31.9,,Narrow,,Communication Services,Electronic Gaming & Multimedia
813,HOOD,Robinhood Markets Inc Class A,77.15,52,-32.6,,Narrow,,Financial Services,Capital Markets
814,RL,Ralph Lauren Corp Class A,325.87,219,-32.8,,Narrow,,Consumer Cyclical,Apparel Manufacturing
815,TPR,Tapestry Inc,131.17,88,-32.9,,Narrow,,Consumer Cyclical,Luxury Goods
816,MU,Micron Technology Inc,681.54,455,-33.2,,None,,Technology,Semiconductors
817,MTZ,MasTec Inc,385.58,256,-33.6,,None,,Industrials,Engineering & Construction
818,NEM,Newmont Corp,109.85,72,-34.5,,None,,Basic Materials,Gold
819,JBHT,JB Hunt Transport Services Inc,261.46,171,-34.6,,Narrow,,Industrials,Integrated Freight & Logistics
820,DELL,Dell Technologies Inc Ordinary Shares - Class C,238.03,155,-34.9,,None,,Technology,Computer Hardware
821,ROK,Rockwell Automation Inc,436.36,282,-35.4,,Wide,,Industrials,Specialty Industrial Machinery
822,KEYS,Keysight Technologies Inc,340.48,220,-35.4,,Wide,,Technology,Scientific & Technical Instruments
823,MSM,MSC Industrial Direct Co Inc Class A,104.66,67,-36.0,,Narrow,,Industrials,Industrial Distribution
824,BB,BlackBerry Ltd,6.38,4,-37.3,,None,,Technology,Software - Infrastructure
825,SAIA,Saia Inc,458.31,286,-37.6,,None,,Industrials,Trucking
826,NOK,Nokia Oyj ADR,13.74,8.5,-38.1,,None,,Technology,Communication Equipment
827,XPO,XPO Inc,200.46,123,-38.6,,None,,Industrials,Trucking
828,COST,Costco Wholesale Corp,1076.47,650,-39.6,,Wide,,Consumer Defensive,Discount Stores
829,NBIS,Nebius Group NV Shs Class-A-,199.86,120,-40.0,,None,,Communication Services,Internet Content & Information
830,PWR,Quanta Services Inc,723.03,430,-40.5,,None,,Industrials,Engineering & Construction
831,EBAY,eBay Inc,114.43,67,-41.4,,Narrow,,Consumer Cyclical,Internet Retail
832,TECK,Teck Resources Ltd Class B (Sub Voting),60.24,35,-41.9,,None,,Basic Materials,Other Industrial Metals & Mining
833,UNIT,Uniti Group Inc,10.8,6,-44.4,,None,,Real Estate,REIT - Specialty
834,AEM,Agnico Eagle Mines Ltd,179.21,93,-48.1,1,None,,Basic Materials,Gold
835,CIEN,Ciena Corp,524.53,270,-48.5,,Narrow,,Technology,Communication Equipment
836,FCX,Freeport-McMoRan Inc,60.5,31,-48.8,,None,,Basic Materials,Copper
837,WMT,Walmart Inc,133.34,62,-53.5,,Wide,,Consumer Defensive,Discount Stores
838,NXT,Nextpower Inc Class A,134.48,60,-55.4,,None,,Technology,Solar
839,KGC,Kinross Gold Corp,28.51,10,-64.9,,None,,Basic Materials,Gold
840,BE,Bloom Energy Corp Class A,258.71,70,-72.9,,None,,Industrials,Electrical Equipment & Parts
